movieId,RUNTIME (MINUTES),RUNTIME (SECONDS), NUMBER OF CHUNKS,VIDEO SIZE FOR 360p (GB),VIDEO SIZE FOR 480p (GB),VIDEO SIZE FOR 720p (GB),VIDEO SIZE FOR 1080p (GB)
100068,84,5040,1260,0.945,2.52,4.725,7.56
100083,90,5400,1350,1.0125,2.7,5.0625,8.1
100159,88,5280,1320,0.99,2.64,4.95,7.92
100163,88,5280,1320,0.99,2.64,4.95,7.92
100194,60,3600,900,0.675,1.8,3.375,5.4
100226,88,5280,1320,0.99,2.64,4.95,7.92
100277,120,7200,1800,1.35,3.6,6.75,10.8
100302,104,6240,1560,1.17,3.12,5.85,9.36
100304,95,5700,1425,1.06875,2.85,5.34375,8.55
100306,75,4500,1125,0.84375,2.25,4.21875,6.75
100326,95,5700,1425,1.06875,2.85,5.34375,8.55
100383,106,6360,1590,1.1925,3.18,5.9625,9.54
100390,111,6660,1665,1.24875,3.33,6.24375,9.99
100498,98,5880,1470,1.1025,2.94,5.5125,8.82
100507,93,5580,1395,1.04625,2.79,5.23125,8.37
100527,115,6900,1725,1.29375,3.45,6.46875,10.35
100556,115,6900,1725,1.29375,3.45,6.46875,10.35
100579,114,6840,1710,1.2825,3.42,6.4125,10.26
100611,89,5340,1335,1.00125,2.67,5.00625,8.01
100714,109,6540,1635,1.22625,3.27,6.13125,9.81
100737,112,6720,1680,1.26,3.36,6.3,10.08
100810,97,5820,1455,1.09125,2.91,5.45625,8.73
100843,88,5280,1320,0.99,2.64,4.95,7.92
100882,110,6600,1650,1.2375,3.3,6.1875,9.9
100906,90,5400,1350,1.0125,2.7,5.0625,8.1
101025,114,6840,1710,1.2825,3.42,6.4125,10.26
101070,98,5880,1470,1.1025,2.94,5.5125,8.82
101072,113,6780,1695,1.27125,3.39,6.35625,10.17
101074,34,2040,510,0.3825,1.02,1.9125,3.06
101076,110,6600,1650,1.2375,3.3,6.1875,9.9
101088,99,5940,1485,1.11375,2.97,5.56875,8.91
101142,98,5880,1470,1.1025,2.94,5.5125,8.82
101283,100,6000,1500,1.125,3,5.625,9
101360,94,5640,1410,1.0575,2.82,5.2875,8.46
101362,120,7200,1800,1.35,3.6,6.75,10.8
101415,95,5700,1425,1.06875,2.85,5.34375,8.55
101423,80,4800,1200,0.9,2.4,4.5,7.2
101529,100,6000,1500,1.125,3,5.625,9
101531,92,5520,1380,1.035,2.76,5.175,8.28
101612,107,6420,1605,1.20375,3.21,6.01875,9.63
101739,91,5460,1365,1.02375,2.73,5.11875,8.19
101741,101,6060,1515,1.13625,3.03,5.68125,9.09
101765,104,6240,1560,1.17,3.12,5.85,9.36
101884,113,6780,1695,1.27125,3.39,6.35625,10.17
101962,117,7020,1755,1.31625,3.51,6.58125,10.53
101973,115,6900,1725,1.29375,3.45,6.46875,10.35
102007,83,4980,1245,0.93375,2.49,4.66875,7.47
102025,79,4740,1185,0.88875,2.37,4.44375,7.11
102058,38,2280,570,0.4275,1.14,2.1375,3.42
102066,93,5580,1395,1.04625,2.79,5.23125,8.37
102070,94,5640,1410,1.0575,2.82,5.2875,8.46
102084,77,4620,1155,0.86625,2.31,4.33125,6.93
102123,107,6420,1605,1.20375,3.21,6.01875,9.63
102165,91,5460,1365,1.02375,2.73,5.11875,8.19
102217,74,4440,1110,0.8325,2.22,4.1625,6.66
102278,88,5280,1320,0.99,2.64,4.95,7.92
102378,90,5400,1350,1.0125,2.7,5.0625,8.1
102481,119,7140,1785,1.33875,3.57,6.69375,10.71
102590,93,5580,1395,1.04625,2.79,5.23125,8.37
102602,92,5520,1380,1.035,2.76,5.175,8.28
102666,93,5580,1395,1.04625,2.79,5.23125,8.37
102684,90,5400,1350,1.0125,2.7,5.0625,8.1
102686,100,6000,1500,1.125,3,5.625,9
102720,102,6120,1530,1.1475,3.06,5.7375,9.18
102735,97,5820,1455,1.09125,2.91,5.45625,8.73
102747,24,1440,360,0.27,0.72,1.35,2.16
102749,88,5280,1320,0.99,2.64,4.95,7.92
102760,89,5340,1335,1.00125,2.67,5.00625,8.01
102800,86,5160,1290,0.9675,2.58,4.8375,7.74
102802,101,6060,1515,1.13625,3.03,5.68125,9.09
102819,118,7080,1770,1.3275,3.54,6.6375,10.62
102852,80,4800,1200,0.9,2.4,4.5,7.2
102880,100,6000,1500,1.125,3,5.625,9
102903,116,6960,1740,1.305,3.48,6.525,10.44
102984,93,5580,1395,1.04625,2.79,5.23125,8.37
102993,103,6180,1545,1.15875,3.09,5.79375,9.27
103027,107,6420,1605,1.20375,3.21,6.01875,9.63
103048,93,5580,1395,1.04625,2.79,5.23125,8.37
103075,86,5160,1290,0.9675,2.58,4.8375,7.74
103085,85,5100,1275,0.95625,2.55,4.78125,7.65
103107,89,5340,1335,1.00125,2.67,5.00625,8.01
103137,90,5400,1350,1.0125,2.7,5.0625,8.1
103141,104,6240,1560,1.17,3.12,5.85,9.36
103171,110,6600,1650,1.2375,3.3,6.1875,9.9
103210,110,6600,1650,1.2375,3.3,6.1875,9.9
103219,89,5340,1335,1.00125,2.67,5.00625,8.01
103221,97,5820,1455,1.09125,2.91,5.45625,8.73
103233,71,4260,1065,0.79875,2.13,3.99375,6.39
103245,91,5460,1365,1.02375,2.73,5.11875,8.19
103249,116,6960,1740,1.305,3.48,6.525,10.44
103253,109,6540,1635,1.22625,3.27,6.13125,9.81
103335,98,5880,1470,1.1025,2.94,5.5125,8.82
103341,109,6540,1635,1.22625,3.27,6.13125,9.81
103366,100,6000,1500,1.125,3,5.625,9
103372,117,7020,1755,1.31625,3.51,6.58125,10.53
103449,100,6000,1500,1.125,3,5.625,9
103483,95,5700,1425,1.06875,2.85,5.34375,8.55
103502,92,5520,1380,1.035,2.76,5.175,8.28
103539,95,5700,1425,1.06875,2.85,5.34375,8.55
103543,98,5880,1470,1.1025,2.94,5.5125,8.82
103596,86,5160,1290,0.9675,2.58,4.8375,7.74
103602,81,4860,1215,0.91125,2.43,4.55625,7.29
103606,97,5820,1455,1.09125,2.91,5.45625,8.73
103609,98,5880,1470,1.1025,2.94,5.5125,8.82
103624,82,4920,1230,0.9225,2.46,4.6125,7.38
103655,96,5760,1440,1.08,2.88,5.4,8.64
103685,90,5400,1350,1.0125,2.7,5.0625,8.1
103688,112,6720,1680,1.26,3.36,6.3,10.08
103755,96,5760,1440,1.08,2.88,5.4,8.64
103801,90,5400,1350,1.0125,2.7,5.0625,8.1
103810,116,6960,1740,1.305,3.48,6.525,10.44
103819,87,5220,1305,0.97875,2.61,4.89375,7.83
103865,84,5040,1260,0.945,2.52,4.725,7.56
103883,109,6540,1635,1.22625,3.27,6.13125,9.81
103980,99,5940,1485,1.11375,2.97,5.56875,8.91
104017,81,4860,1215,0.91125,2.43,4.55625,7.29
104069,58,3480,870,0.6525,1.74,3.2625,5.22
104074,106,6360,1590,1.1925,3.18,5.9625,9.54
104076,105,6300,1575,1.18125,3.15,5.90625,9.45
104078,90,5400,1350,1.0125,2.7,5.0625,8.1
104129,105,6300,1575,1.18125,3.15,5.90625,9.45
104141,74,4440,1110,0.8325,2.22,4.1625,6.66
104211,110,6600,1650,1.2375,3.3,6.1875,9.9
104218,101,6060,1515,1.13625,3.03,5.68125,9.09
104241,103,6180,1545,1.15875,3.09,5.79375,9.27
104243,119,7140,1785,1.33875,3.57,6.69375,10.71
104245,91,5460,1365,1.02375,2.73,5.11875,8.19
104272,83,4980,1245,0.93375,2.49,4.66875,7.47
104339,93,5580,1395,1.04625,2.79,5.23125,8.37
104419,75,4500,1125,0.84375,2.25,4.21875,6.75
104457,95,5700,1425,1.06875,2.85,5.34375,8.55
104644,50,3000,750,0.5625,1.5,2.8125,4.5
104760,90,5400,1350,1.0125,2.7,5.0625,8.1
104780,50,3000,750,0.5625,1.5,2.8125,4.5
104837,92,5520,1380,1.035,2.76,5.175,8.28
104841,91,5460,1365,1.02375,2.73,5.11875,8.19
104863,93,5580,1395,1.04625,2.79,5.23125,8.37
104875,86,5160,1290,0.9675,2.58,4.8375,7.74
104906,97,5820,1455,1.09125,2.91,5.45625,8.73
104908,106,6360,1590,1.1925,3.18,5.9625,9.54
104925,111,6660,1665,1.24875,3.33,6.24375,9.99
104944,96,5760,1440,1.08,2.88,5.4,8.64
105020,100,6000,1500,1.125,3,5.625,9
105037,104,6240,1560,1.17,3.12,5.85,9.36
105121,93,5580,1395,1.04625,2.79,5.23125,8.37
105197,115,6900,1725,1.29375,3.45,6.46875,10.35
105211,93,5580,1395,1.04625,2.79,5.23125,8.37
105213,90,5400,1350,1.0125,2.7,5.0625,8.1
105254,98,5880,1470,1.1025,2.94,5.5125,8.82
105325,85,5100,1275,0.95625,2.55,4.78125,7.65
105351,91,5460,1365,1.02375,2.73,5.11875,8.19
105468,95,5700,1425,1.06875,2.85,5.34375,8.55
105540,73,4380,1095,0.82125,2.19,4.10625,6.57
105585,107,6420,1605,1.20375,3.21,6.01875,9.63
105593,97,5820,1455,1.09125,2.91,5.45625,8.73
105653,115,6900,1725,1.29375,3.45,6.46875,10.35
105720,120,7200,1800,1.35,3.6,6.75,10.8
105731,100,6000,1500,1.125,3,5.625,9
105746,84,5040,1260,0.945,2.52,4.725,7.56
105755,117,7020,1755,1.31625,3.51,6.58125,10.53
105801,90,5400,1350,1.0125,2.7,5.0625,8.1
105835,93,5580,1395,1.04625,2.79,5.23125,8.37
105954,106,6360,1590,1.1925,3.18,5.9625,9.54
106002,114,6840,1710,1.2825,3.42,6.4125,10.26
106062,92,5520,1380,1.035,2.76,5.175,8.28
106072,112,6720,1680,1.26,3.36,6.3,10.08
106100,117,7020,1755,1.31625,3.51,6.58125,10.53
106144,91,5460,1365,1.02375,2.73,5.11875,8.19
106330,105,6300,1575,1.18125,3.15,5.90625,9.45
106438,98,5880,1470,1.1025,2.94,5.5125,8.82
106491,119,7140,1785,1.33875,3.57,6.69375,10.71
106540,105,6300,1575,1.18125,3.15,5.90625,9.45
106542,108,6480,1620,1.215,3.24,6.075,9.72
106594,85,5100,1275,0.95625,2.55,4.78125,7.65
106696,102,6120,1530,1.1475,3.06,5.7375,9.18
106766,104,6240,1560,1.17,3.12,5.85,9.36
106785,100,6000,1500,1.125,3,5.625,9
106873,96,5760,1440,1.08,2.88,5.4,8.64
106883,107,6420,1605,1.20375,3.21,6.01875,9.63
106889,80,4800,1200,0.9,2.4,4.5,7.2
106918,114,6840,1710,1.2825,3.42,6.4125,10.26
106927,102,6120,1530,1.1475,3.06,5.7375,9.18
107013,58,3480,870,0.6525,1.74,3.2625,5.22
107159,83,4980,1245,0.93375,2.49,4.66875,7.47
107314,104,6240,1560,1.17,3.12,5.85,9.36
107338,87,5220,1305,0.97875,2.61,4.89375,7.83
107348,119,7140,1785,1.33875,3.57,6.69375,10.71
107408,92,5520,1380,1.035,2.76,5.175,8.28
107412,82,4920,1230,0.9225,2.46,4.6125,7.38
107436,97,5820,1455,1.09125,2.91,5.45625,8.73
107447,83,4980,1245,0.93375,2.49,4.66875,7.47
107449,55,3300,825,0.61875,1.65,3.09375,4.95
107462,95,5700,1425,1.06875,2.85,5.34375,8.55
107565,119,7140,1785,1.33875,3.57,6.69375,10.71
107630,99,5940,1485,1.11375,2.97,5.56875,8.91
107702,113,6780,1695,1.27125,3.39,6.35625,10.17
107723,86,5160,1290,0.9675,2.58,4.8375,7.74
107846,93,5580,1395,1.04625,2.79,5.23125,8.37
107945,87,5220,1305,0.97875,2.61,4.89375,7.83
107951,107,6420,1605,1.20375,3.21,6.01875,9.63
107953,85,5100,1275,0.95625,2.55,4.78125,7.65
107962,88,5280,1320,0.99,2.64,4.95,7.92
107997,105,6300,1575,1.18125,3.15,5.90625,9.45
107999,52,3120,780,0.585,1.56,2.925,4.68
108078,117,7020,1755,1.31625,3.51,6.58125,10.53
108090,74,4440,1110,0.8325,2.22,4.1625,6.66
108156,99,5940,1485,1.11375,2.97,5.56875,8.91
108188,105,6300,1575,1.18125,3.15,5.90625,9.45
108540,78,4680,1170,0.8775,2.34,4.3875,7.02
108601,113,6780,1695,1.27125,3.39,6.35625,10.17
108689,92,5520,1380,1.035,2.76,5.175,8.28
108715,91,5460,1365,1.02375,2.73,5.11875,8.19
108729,91,5460,1365,1.02375,2.73,5.11875,8.19
108795,74,4440,1110,0.8325,2.22,4.1625,6.66
108928,118,7080,1770,1.3275,3.54,6.6375,10.62
108932,100,6000,1500,1.125,3,5.625,9
108945,118,7080,1770,1.3275,3.54,6.6375,10.62
108949,90,5400,1350,1.0125,2.7,5.0625,8.1
109042,86,5160,1290,0.9675,2.58,4.8375,7.74
109161,96,5760,1440,1.08,2.88,5.4,8.64
109183,91,5460,1365,1.02375,2.73,5.11875,8.19
109187,107,6420,1605,1.20375,3.21,6.01875,9.63
109191,118,7080,1770,1.3275,3.54,6.6375,10.62
109241,96,5760,1440,1.08,2.88,5.4,8.64
109282,76,4560,1140,0.855,2.28,4.275,6.84
109295,90,5400,1350,1.0125,2.7,5.0625,8.1
109313,105,6300,1575,1.18125,3.15,5.90625,9.45
109317,86,5160,1290,0.9675,2.58,4.8375,7.74
109372,100,6000,1500,1.125,3,5.625,9
109374,99,5940,1485,1.11375,2.97,5.56875,8.91
109383,95,5700,1425,1.06875,2.85,5.34375,8.55
109416,102,6120,1530,1.1475,3.06,5.7375,9.18
109483,94,5640,1410,1.0575,2.82,5.2875,8.46
109569,113,6780,1695,1.27125,3.39,6.35625,10.17
109576,95,5700,1425,1.06875,2.85,5.34375,8.55
109578,106,6360,1590,1.1925,3.18,5.9625,9.54
109596,89,5340,1335,1.00125,2.67,5.00625,8.01
109633,46,2760,690,0.5175,1.38,2.5875,4.14
109673,102,6120,1530,1.1475,3.06,5.7375,9.18
109687,99,5940,1485,1.11375,2.97,5.56875,8.91
109723,108,6480,1620,1.215,3.24,6.075,9.72
109846,92,5520,1380,1.035,2.76,5.175,8.28
109848,108,6480,1620,1.215,3.24,6.075,9.72
109853,90,5400,1350,1.0125,2.7,5.0625,8.1
109864,107,6420,1605,1.20375,3.21,6.01875,9.63
109895,89,5340,1335,1.00125,2.67,5.00625,8.01
109971,98,5880,1470,1.1025,2.94,5.5125,8.82
110130,85,5100,1275,0.95625,2.55,4.78125,7.65
110281,89,5340,1335,1.00125,2.67,5.00625,8.01
110286,93,5580,1395,1.04625,2.79,5.23125,8.37
110297,112,6720,1680,1.26,3.36,6.3,10.08
110330,103,6180,1545,1.15875,3.09,5.79375,9.27
110350,75,4500,1125,0.84375,2.25,4.21875,6.75
110387,102,6120,1530,1.1475,3.06,5.7375,9.18
110541,88,5280,1320,0.99,2.64,4.95,7.92
110586,102,6120,1530,1.1475,3.06,5.7375,9.18
110591,104,6240,1560,1.17,3.12,5.85,9.36
110603,113,6780,1695,1.27125,3.39,6.35625,10.17
110611,109,6540,1635,1.22625,3.27,6.13125,9.81
110655,101,6060,1515,1.13625,3.03,5.68125,9.09
110669,90,5400,1350,1.0125,2.7,5.0625,8.1
110718,90,5400,1350,1.0125,2.7,5.0625,8.1
110730,119,7140,1785,1.33875,3.57,6.69375,10.71
110746,89,5340,1335,1.00125,2.67,5.00625,8.01
110771,109,6540,1635,1.22625,3.27,6.13125,9.81
110773,87,5220,1305,0.97875,2.61,4.89375,7.83
110781,79,4740,1185,0.88875,2.37,4.44375,7.11
110826,90,5400,1350,1.0125,2.7,5.0625,8.1
110882,85,5100,1275,0.95625,2.55,4.78125,7.65
111113,97,5820,1455,1.09125,2.91,5.45625,8.73
111146,45,2700,675,0.50625,1.35,2.53125,4.05
111320,98,5880,1470,1.1025,2.94,5.5125,8.82
111360,89,5340,1335,1.00125,2.67,5.00625,8.01
111375,95,5700,1425,1.06875,2.85,5.34375,8.55
111384,91,5460,1365,1.02375,2.73,5.11875,8.19
111443,114,6840,1710,1.2825,3.42,6.4125,10.26
111551,85,5100,1275,0.95625,2.55,4.78125,7.65
111617,117,7020,1755,1.31625,3.51,6.58125,10.53
111622,104,6240,1560,1.17,3.12,5.85,9.36
111659,97,5820,1455,1.09125,2.91,5.45625,8.73
111663,85,5100,1275,0.95625,2.55,4.78125,7.65
111680,101,6060,1515,1.13625,3.03,5.68125,9.09
111743,116,6960,1740,1.305,3.48,6.525,10.44
111759,113,6780,1695,1.27125,3.39,6.35625,10.17
111785,100,6000,1500,1.125,3,5.625,9
111800,93,5580,1395,1.04625,2.79,5.23125,8.37
111817,118,7080,1770,1.3275,3.54,6.6375,10.62
111844,91,5460,1365,1.02375,2.73,5.11875,8.19
111913,91,5460,1365,1.02375,2.73,5.11875,8.19
112070,112,6720,1680,1.26,3.36,6.3,10.08
112138,112,6720,1680,1.26,3.36,6.3,10.08
112175,102,6120,1530,1.1475,3.06,5.7375,9.18
112183,120,7200,1800,1.35,3.6,6.75,10.8
112303,105,6300,1575,1.18125,3.15,5.90625,9.45
112326,120,7200,1800,1.35,3.6,6.75,10.8
112334,105,6300,1575,1.18125,3.15,5.90625,9.45
112421,95,5700,1425,1.06875,2.85,5.34375,8.55
112450,83,4980,1245,0.93375,2.49,4.66875,7.47
112454,96,5760,1440,1.08,2.88,5.4,8.64
112460,83,4980,1245,0.93375,2.49,4.66875,7.47
112497,97,5820,1455,1.09125,2.91,5.45625,8.73
112515,94,5640,1410,1.0575,2.82,5.2875,8.46
112552,107,6420,1605,1.20375,3.21,6.01875,9.63
112580,84,5040,1260,0.945,2.52,4.725,7.56
112727,118,7080,1770,1.3275,3.54,6.6375,10.62
112749,94,5640,1410,1.0575,2.82,5.2875,8.46
112788,97,5820,1455,1.09125,2.91,5.45625,8.73
112804,106,6360,1590,1.1925,3.18,5.9625,9.54
112818,104,6240,1560,1.17,3.12,5.85,9.36
112868,97,5820,1455,1.09125,2.91,5.45625,8.73
112911,99,5940,1485,1.11375,2.97,5.56875,8.91
113159,90,5400,1350,1.0125,2.7,5.0625,8.1
113186,105,6300,1575,1.18125,3.15,5.90625,9.45
113225,97,5820,1455,1.09125,2.91,5.45625,8.73
113252,109,6540,1635,1.22625,3.27,6.13125,9.81
113278,75,4500,1125,0.84375,2.25,4.21875,6.75
113280,93,5580,1395,1.04625,2.79,5.23125,8.37
113313,81,4860,1215,0.91125,2.43,4.55625,7.29
113348,101,6060,1515,1.13625,3.03,5.68125,9.09
113350,93,5580,1395,1.04625,2.79,5.23125,8.37
113374,25,1500,375,0.28125,0.75,1.40625,2.25
113378,97,5820,1455,1.09125,2.91,5.45625,8.73
113394,90,5400,1350,1.0125,2.7,5.0625,8.1
113416,94,5640,1410,1.0575,2.82,5.2875,8.46
113453,104,6240,1560,1.17,3.12,5.85,9.36
113532,96,5760,1440,1.08,2.88,5.4,8.64
113565,99,5940,1485,1.11375,2.97,5.56875,8.91
113573,102,6120,1530,1.1475,3.06,5.7375,9.18
113604,106,6360,1590,1.1925,3.18,5.9625,9.54
113705,95,5700,1425,1.06875,2.85,5.34375,8.55
113741,89,5340,1335,1.00125,2.67,5.00625,8.01
113780,93,5580,1395,1.04625,2.79,5.23125,8.37
113829,91,5460,1365,1.02375,2.73,5.11875,8.19
113849,105,6300,1575,1.18125,3.15,5.90625,9.45
113862,100,6000,1500,1.125,3,5.625,9
114044,87,5220,1305,0.97875,2.61,4.89375,7.83
114060,106,6360,1590,1.1925,3.18,5.9625,9.54
114066,97,5820,1455,1.09125,2.91,5.45625,8.73
114074,90,5400,1350,1.0125,2.7,5.0625,8.1
114126,90,5400,1350,1.0125,2.7,5.0625,8.1
114180,113,6780,1695,1.27125,3.39,6.35625,10.17
114184,117,7020,1755,1.31625,3.51,6.58125,10.53
114246,114,6840,1710,1.2825,3.42,6.4125,10.26
114265,100,6000,1500,1.125,3,5.625,9
114335,21,1260,315,0.23625,0.63,1.18125,1.89
114396,102,6120,1530,1.1475,3.06,5.7375,9.18
114494,105,6300,1575,1.18125,3.15,5.90625,9.45
114601,103,6180,1545,1.15875,3.09,5.79375,9.27
114627,71,4260,1065,0.79875,2.13,3.99375,6.39
114670,102,6120,1530,1.1475,3.06,5.7375,9.18
114678,114,6840,1710,1.2825,3.42,6.4125,10.26
114707,120,7200,1800,1.35,3.6,6.75,10.8
114713,99,5940,1485,1.11375,2.97,5.56875,8.91
114762,86,5160,1290,0.9675,2.58,4.8375,7.74
114795,92,5520,1380,1.035,2.76,5.175,8.28
114818,94,5640,1410,1.0575,2.82,5.2875,8.46
114847,110,6600,1650,1.2375,3.3,6.1875,9.9
114925,112,6720,1680,1.26,3.36,6.3,10.08
114935,97,5820,1455,1.09125,2.91,5.45625,8.73
115065,90,5400,1350,1.0125,2.7,5.0625,8.1
115122,86,5160,1290,0.9675,2.58,4.8375,7.74
115149,101,6060,1515,1.13625,3.03,5.68125,9.09
115151,102,6120,1530,1.1475,3.06,5.7375,9.18
115203,120,7200,1800,1.35,3.6,6.75,10.8
115216,92,5520,1380,1.035,2.76,5.175,8.28
115231,102,6120,1530,1.1475,3.06,5.7375,9.18
115502,107,6420,1605,1.20375,3.21,6.01875,9.63
115569,118,7080,1770,1.3275,3.54,6.6375,10.62
115617,102,6120,1530,1.1475,3.06,5.7375,9.18
115664,95,5700,1425,1.06875,2.85,5.34375,8.55
115667,102,6120,1530,1.1475,3.06,5.7375,9.18
115680,104,6240,1560,1.17,3.12,5.85,9.36
115713,108,6480,1620,1.215,3.24,6.075,9.72
115727,100,6000,1500,1.125,3,5.625,9
115828,98,5880,1470,1.1025,2.94,5.5125,8.82
116044,93,5580,1395,1.04625,2.79,5.23125,8.37
116169,117,7020,1755,1.31625,3.51,6.58125,10.53
116207,110,6600,1650,1.2375,3.3,6.1875,9.9
116411,87,5220,1305,0.97875,2.61,4.89375,7.83
116413,95,5700,1425,1.06875,2.85,5.34375,8.55
116419,96,5760,1440,1.08,2.88,5.4,8.64
116505,78,4680,1170,0.8775,2.34,4.3875,7.02
116668,100,6000,1500,1.125,3,5.625,9
116718,104,6240,1560,1.17,3.12,5.85,9.36
116724,105,6300,1575,1.18125,3.15,5.90625,9.45
116738,95,5700,1425,1.06875,2.85,5.34375,8.55
116797,113,6780,1695,1.27125,3.39,6.35625,10.17
116817,105,6300,1575,1.18125,3.15,5.90625,9.45
116849,90,5400,1350,1.0125,2.7,5.0625,8.1
116941,82,4920,1230,0.9225,2.46,4.6125,7.38
116963,95,5700,1425,1.06875,2.85,5.34375,8.55
116977,110,6600,1650,1.2375,3.3,6.1875,9.9
116985,86,5160,1290,0.9675,2.58,4.8375,7.74
117107,88,5280,1320,0.99,2.64,4.95,7.92
117133,103,6180,1545,1.15875,3.09,5.79375,9.27
117192,60,3600,900,0.675,1.8,3.375,5.4
117364,90,5400,1350,1.0125,2.7,5.0625,8.1
117444,93,5580,1395,1.04625,2.79,5.23125,8.37
117511,85,5100,1275,0.95625,2.55,4.78125,7.65
117531,92,5520,1380,1.035,2.76,5.175,8.28
117533,114,6840,1710,1.2825,3.42,6.4125,10.26
117545,85,5100,1275,0.95625,2.55,4.78125,7.65
117572,89,5340,1335,1.00125,2.67,5.00625,8.01
117590,108,6480,1620,1.215,3.24,6.075,9.72
117630,86,5160,1290,0.9675,2.58,4.8375,7.74
117646,84,5040,1260,0.945,2.52,4.725,7.56
117849,99,5940,1485,1.11375,2.97,5.56875,8.91
117851,92,5520,1380,1.035,2.76,5.175,8.28
117867,99,5940,1485,1.11375,2.97,5.56875,8.91
117877,100,6000,1500,1.125,3,5.625,9
117881,101,6060,1515,1.13625,3.03,5.68125,9.09
117887,96,5760,1440,1.08,2.88,5.4,8.64
117922,26,1560,390,0.2925,0.78,1.4625,2.34
118082,101,6060,1515,1.13625,3.03,5.68125,9.09
118166,88,5280,1320,0.99,2.64,4.95,7.92
118198,99,5940,1485,1.11375,2.97,5.56875,8.91
118248,94,5640,1410,1.0575,2.82,5.2875,8.46
118270,87,5220,1305,0.97875,2.61,4.89375,7.83
118290,84,5040,1260,0.945,2.52,4.725,7.56
118326,105,6300,1575,1.18125,3.15,5.90625,9.45
118354,112,6720,1680,1.26,3.36,6.3,10.08
118512,90,5400,1350,1.0125,2.7,5.0625,8.1
118530,120,7200,1800,1.35,3.6,6.75,10.8
118572,103,6180,1545,1.15875,3.09,5.79375,9.27
118706,115,6900,1725,1.29375,3.45,6.46875,10.35
118784,59,3540,885,0.66375,1.77,3.31875,5.31
118814,94,5640,1410,1.0575,2.82,5.2875,8.46
118834,94,5640,1410,1.0575,2.82,5.2875,8.46
118862,112,6720,1680,1.26,3.36,6.3,10.08
118880,99,5940,1485,1.11375,2.97,5.56875,8.91
118888,58,3480,870,0.6525,1.74,3.2625,5.22
118894,75,4500,1125,0.84375,2.25,4.21875,6.75
118900,115,6900,1725,1.29375,3.45,6.46875,10.35
118924,102,6120,1530,1.1475,3.06,5.7375,9.18
118930,80,4800,1200,0.9,2.4,4.5,7.2
118985,106,6360,1590,1.1925,3.18,5.9625,9.54
119068,116,6960,1740,1.305,3.48,6.525,10.44
119141,112,6720,1680,1.26,3.36,6.3,10.08
119153,68,4080,1020,0.765,2.04,3.825,6.12
119155,98,5880,1470,1.1025,2.94,5.5125,8.82
119167,82,4920,1230,0.9225,2.46,4.6125,7.38
119655,102,6120,1530,1.1475,3.06,5.7375,9.18
119714,90,5400,1350,1.0125,2.7,5.0625,8.1
119828,96,5760,1440,1.08,2.88,5.4,8.64
119964,88,5280,1320,0.99,2.64,4.95,7.92
120130,45,2700,675,0.50625,1.35,2.53125,4.05
120466,120,7200,1800,1.35,3.6,6.75,10.8
120478,109,6540,1635,1.22625,3.27,6.13125,9.81
120625,116,6960,1740,1.305,3.48,6.525,10.44
120635,109,6540,1635,1.22625,3.27,6.13125,9.81
120761,80,4800,1200,0.9,2.4,4.5,7.2
120783,108,6480,1620,1.215,3.24,6.075,9.72
120807,60,3600,900,0.675,1.8,3.375,5.4
120813,63,3780,945,0.70875,1.89,3.54375,5.67
120827,105,6300,1575,1.18125,3.15,5.90625,9.45
121007,84,5040,1260,0.945,2.52,4.725,7.56
121097,96,5760,1440,1.08,2.88,5.4,8.64
121099,74,4440,1110,0.8325,2.22,4.1625,6.66
121129,86,5160,1290,0.9675,2.58,4.8375,7.74
121169,104,6240,1560,1.17,3.12,5.85,9.36
121171,76,4560,1140,0.855,2.28,4.275,6.84
121231,101,6060,1515,1.13625,3.03,5.68125,9.09
121253,85,5100,1275,0.95625,2.55,4.78125,7.65
121338,91,5460,1365,1.02375,2.73,5.11875,8.19
121342,89,5340,1335,1.00125,2.67,5.00625,8.01
121372,65,3900,975,0.73125,1.95,3.65625,5.85
121374,55,3300,825,0.61875,1.65,3.09375,4.95
121469,93,5580,1395,1.04625,2.79,5.23125,8.37
121715,75,4500,1125,0.84375,2.25,4.21875,6.75
121781,72,4320,1080,0.81,2.16,4.05,6.48
122092,101,6060,1515,1.13625,3.03,5.68125,9.09
122246,90,5400,1350,1.0125,2.7,5.0625,8.1
122433,83,4980,1245,0.93375,2.49,4.66875,7.47
122490,92,5520,1380,1.035,2.76,5.175,8.28
122627,83,4980,1245,0.93375,2.49,4.66875,7.47
122884,97,5820,1455,1.09125,2.91,5.45625,8.73
122898,120,7200,1800,1.35,3.6,6.75,10.8
122900,117,7020,1755,1.31625,3.51,6.58125,10.53
122902,100,6000,1500,1.125,3,5.625,9
122904,108,6480,1620,1.215,3.24,6.075,9.72
122922,115,6900,1725,1.29375,3.45,6.46875,10.35
122932,93,5580,1395,1.04625,2.79,5.23125,8.37
123200,58,3480,870,0.6525,1.74,3.2625,5.22
123310,89,5340,1335,1.00125,2.67,5.00625,8.01
123545,101,6060,1515,1.13625,3.03,5.68125,9.09
123553,85,5100,1275,0.95625,2.55,4.78125,7.65
123947,102,6120,1530,1.1475,3.06,5.7375,9.18
124404,86,5160,1290,0.9675,2.58,4.8375,7.74
124484,90,5400,1350,1.0125,2.7,5.0625,8.1
124851,43,2580,645,0.48375,1.29,2.41875,3.87
